Component,Department,Name,Title,Email,Street Address 1,Street Address 2,City,State,Zip code,Telephone,Fax
Neighborhood Reinvestment Corporation,Neighborhood Reinvestment Corporation,Kirsten Johnson-Obey,,kjohnson-obey@nw.org,Neighborhood Reinvestment Corporation c/o Chief FOIA Officer,"999 N. Capitol Street, NE, Suite 900",Washington,DC,20002,202-760-4139,
Neighborhood Reinvestment Corporation,Neighborhood Reinvestment Corporation,Michelle Hudgins,FOIA Requester Service Center,mhudgins@nw.org,Neighborhood Reinvestment Corporation c/o Chief FOIA Officer,"999 N. Capitol Street, NE, Suite 900",Washington,DC,20002,202-760-4058,
Nuclear Regulatory Commission,Nuclear Regulatory Commission,Alecia S. Sillah,FOIA Officer,Alecia.Sillah@nrc.gov,FOIA Officer,Mail Stop TWFN-6 A60M,Washington,DC,20555-0001,,
Nuclear Regulatory Commission,Nuclear Regulatory Commission,Alecia S. Sillah,FOIA Officer,FOIA.Resource@nrc.gov,FOIA Officer,Mail Stop TWFN-6 A60M,Washington,DC,20555-0001,301-415-7169,
Nuclear Regulatory Commission,Nuclear Regulatory Commission,Stephanie Blaney,Branch Chief,FOIAPublic.Liaison@nrc.gov,FOIA Officer,Mail Stop TWFN-6 A60M,Washington,DC,20555-0001,301-415-6975,
Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,,,OSHRC_FOIA@oshrc.gov,"FOIA Requester Service Center, 9th Floor","1120 20th Street, NW",Washington,DC,20036-3457,202-606-5724,202-606-5417
Occupational Safety and Health Review Commission,Occupational Safety and Health Review Commission,Noelle Chadwick,,,"FOIA Requester Service Center, 9th Floor","1120 20th Street, NW",Washington,DC,20036-3457,202-606-5724,202-606-5417
Office of Government Ethics,Office of Government Ethics,Jennifer Matis ,,usoge@oge.gov,"Jennifer Matis, OGE FOIA Officer","250 E Street SW, Suite 750",Washington,DC,20024,202-482-9216,202-482-9237
Office of Government Ethics,Office of Government Ethics,Sara Nekou,,usoge@oge.gov,"Jennifer Matis, OGE FOIA Officer","250 E Street SW, Suite 750",Washington,DC,20024,202-482-9229,202-482-9237
Office of Management and Budget,Office of Management and Budget,,,,"Tim Nusraty, FOIA Officer","725 17th Street NW, Room 9272",Washington,DC,20503,202-395-3642,
Office of Management and Budget,Office of Management and Budget,Michele D. Holt,,,"Tim Nusraty, FOIA Officer","725 17th Street NW, Room 9272",Washington,DC,20503,,
Office of National Drug Control Policy,Office of National Drug Control Policy,Anthony Jones,Acting General Counsel,anthony.d.jones2@ondcp.eop.gov,"Office of National Drug Control Policy, Office of Legal Counsel","1800 G Street, 9th Floor",Washington,DC,20503,(202) 395-3493 ,202-395-5543
Office of National Drug Control Policy,Office of National Drug Control Policy,Dwight Lacy,Attorney Advisor,Dwight.J.Lacy@ondcp.eop.gov,"Office of National Drug Control Policy, Office of Legal Counsel","1800 G Street, 9th Floor",Washington,DC,20503,(202)395-5509,202-395-5543
Office of National Drug Control Policy,Office of National Drug Control Policy,Sandy Slater,,,"Office of National Drug Control Policy, Office of Legal Counsel","1800 G Street, 9th Floor",Washington,DC,20503,202-395-6622,202-395-5543
Office of Navajo and Hopi Indian Relocation,Office of Navajo and Hopi Indian Relocation,,,,P.O. Box KK,201 E. Birch Avenue,Flagstaff,AZ,86002,928-779-2727 x142,978-774-1977
Office of Navajo and Hopi Indian Relocation,Office of Navajo and Hopi Indian Relocation,Lawrence A. Ruzzow,,,P.O. Box KK,201 E. Birch Avenue,Flagstaff,AZ,86002,928-779-2721,978-774-1977
Office of Pandemic Preparedness and Response Policy,Office of Pandemic Preparedness and Response Policy,Scott Levy,,MBX.OPPR.FOIA@oppr.eop.gov,Scott Levy,1650 17th Street NW Suite 497,Washington,DC,20006,(202) 456-6124,
Office of Personnel Management,Office of Personnel Management,,,foia@opm.gov,"FOIA Requester Service Center, Room 5H35",1900 E Street NW,Washington,DC,20415-7900,202-606-3642,
Office of Personnel Management,Office of Personnel Management,Camille C. Aponte-Rossini,FOIA Public Liaison,Camille.Aponte-Rossini@opm.gov,"FOIA Requester Service Center, Room 5H35",1900 E Street NW,Washington,DC,20415-7900,202-606-1153,
Office of Science and Technology Policy,Office of Science and Technology Policy,Rachel Wallace,Deputy General Counsel/COO,ostpfoia@ostp.eop.gov,"Rachel Wallace, Chief FOIA Officer","1650 Pennsylvania Avenue, NW",Washington,DC,20502,202-456-4444,202-395-1224
U.S. Office of Special Counsel,Office of Special Counsel,"John Hanna, Esq.",FOIA Attorney,jhanna@osc.gov,"1730 M Street, NW",Suite 311,Washington,DC,20036,,
U.S. Office of Special Counsel,Office of Special Counsel,"Shelsea Ramirez, Esq. ",FOIA Attorney,sramirez@osc.gov,"1730 M Street, NW",Suite 311,Washington,DC,20036,,
Office of the Director of National Intelligence,Office of the Director of National Intelligence,,,,"Gregory Koch, Director, Information Management Office, Office of the Director of National Intelligence",,Washington,DC,20511,703-275-1313,none
Office of the Director of National Intelligence,Office of the Director of National Intelligence,Erin Morrison,"Chief, Information Review and Release Group",ODNI_FOIA@odni.gov,"Gregory Koch, Director, Information Management Office, Office of the Director of National Intelligence",,Washington,DC,20511,703-275-1313,none
Office of the Director of National Intelligence,Office of the Director of National Intelligence,Gregory Koch,"Chief, Information Management Office",ODNI_FOIA_Liaison@odni.gov,"Gregory Koch, Director, Information Management Office, Office of the Director of National Intelligence",,Washington,DC,20511,703-275-2843,none
Office of the Intellectual Property Enforcement Coordinator,Office of the Intellectual Property Enforcement Coordinator,,,ipecfoia@ipec.eop.gov,"Steven D. Aitken, Room 296, Eisenhower Executive Office Building",1650 Pennsylvania Ave. NW,Washington,DC,20503,,
Office of the Intellectual Property Enforcement Coordinator,Office of the Intellectual Property Enforcement Coordinator,Steven D. Aitken,,ipecfoia@ipec.eop.gov,"Steven D. Aitken, Room 296, Eisenhower Executive Office Building",1650 Pennsylvania Ave. NW,Washington,DC,20503,(202) 395-4728,
Office of the National Cyber Director,Office of the National Cyber Director,James Halpert,,FOIA@NCD.EOP.gov,Office of the National Cyber Director,725 17th Street NW,Washington,DC,20503,202-881-7985,
Office of the National Cyber Director,Office of the National Cyber Director,James Halpert,General Counsel,FOIA@NCD.EOP.gov,Office of the National Cyber Director,725 17th Street NW,Washington,DC,20503,202-881-7985,
Special Inspector General for Afghanistan Reconstruction,Office of the Special Inspector General for Afghanistan Reconstruction,Adam Weaver,Deputy General Counsel,sigar.pentagon.gen-coun.mbx.foia@mail.mil,"Special Inspector General for Afghanistan, FOIA Office",2530 Crystal Drive,Arlington,VA,22202,703-545-6000,703-601-3804
Special Inspector General for Afghanistan Reconstruction,Office of the Special Inspector General for Afghanistan Reconstruction,Jonathan Camp,FOIA Officer,sigar.pentagon.gen-coun.mbx.foia@mail.mi,"Special Inspector General for Afghanistan, FOIA Office",2530 Crystal Drive,Arlington,VA,22202,703-545-6000,703-601-3804
Office of the United States Trade Representative,Office of the United States Trade Representative,Monique Ricker,,,"Janice A. Kaye, FOIA Officer, Anacostia Naval Annex Building 410/Door 123",250 Murray Lane SW,Washington,DC,20509,202-881-7849,
Office of the United States Trade Representative,Office of the United States Trade Representative,Monique Ricker,,,"Janice A. Kaye, FOIA Officer, Anacostia Naval Annex Building 410/Door 123",250 Murray Lane SW,Washington,DC,20509,202-881-7849,
Main Office,Peace Corps,Jay Olin,FOIA/Privacy Act Officer,jolin@peacecorps.gov,"1275 First Street, NE",,Washington,DC,20526-0001,202-692-1236,202-692-1385
Main Office,Peace Corps,Jay Olin,FOIA/Privacy Act Officer ,foia@peacecorps.gov,"1275 First Street, NE",,Washington,DC,20526-0001,202-692-1236,202-692-1385
Office of the Inspector General,Peace Corps,Victoria Molina,OIG FOIA Officer,FOIA@peacecorpsoig.gov,"1275 First Street, NE",,Washington,DC,20526-0001,202.692.2900,
Office of the Inspector General,Peace Corps,Victoria Molina,OIG FOIA Officer,FOIA@peacecorpsoig.gov,"1275 First Street, NE",,Washington,DC,20526-0001,,
Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,,,Disclosure@pbgc.gov,Disclosure Division,445 12th Street SW,Washington,DC,20024,202-229-4040,202-229-4042
Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,Davida Haynes,FOIA Public Liaison,haynes.davida@pbgc.gov,Disclosure Division,445 12th Street SW,Washington,DC,20024,(202)326-4040,202-229-4042
Pension Benefit Guaranty Corporation,Pension Benefit Guaranty Corporation,Robyne Griffin,FOIA Public Liaison,griffin.robyne@pbgc.gov,Disclosure Division,445 12th Street SW,Washington,DC,20024,(202)326-4040,202-229-4042
Postal Regulatory Commission,Postal Regulatory Commission,,,foia@prc.gov,"Postal Regulatory Commission, Attn: Chief FOIA Officer","901 New York Avenue, NW, Suite 200",Washington,DC,20268,202-789-6800,
Postal Regulatory Commission,Postal Regulatory Commission,David Trissell,Chief FOIA Officer,foia@prc.gov,"Postal Regulatory Commission, Attn: Chief FOIA Officer","901 New York Avenue, NW, Suite 200",Washington,DC,20268,202-789-6800,
Postal Regulatory Commission,Postal Regulatory Commission,Gail Adams,FOIA Public Liaison,Gail.Adams@prc.gov,"Postal Regulatory Commission, Attn: Chief FOIA Officer","901 New York Avenue, NW, Suite 200",Washington,DC,20268,202-789-6800,
Presidio Trust,Presidio Trust,,,wvieux@presidiotrust.gov,1750 Lincoln Boulevard,,San Francisco,CA,94129,415-561-3858,
Presidio Trust,Presidio Trust,,,wvieux@presidiotrust.gov,1750 Lincoln Boulevard,,San Francisco,CA,94129,415-561-3858,
Presidio Trust,Presidio Trust,,,wvieux@presidiotrust.gov,1750 Lincoln Boulevard,,San Francisco,CA,94129,415-561-3858,
Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,Lindsay Kennedy,FOIA Officer/Deputy General Counsel,foia@pclob.gov,Privacy & Civil Liberties Oversight Board,800 North Capitol Street NW,Washington,DC,20002,(202) 296-4750 ,202-296-4395
Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,Lindsay Kennedy,FOIA Officer/Deputy General Counsel,foia@pclob.gov,Privacy & Civil Liberties Oversight Board,800 North Capitol Street NW,Washington,DC,20002,,202-296-4395
Privacy and Civil Liberties Oversight Board,Privacy and Civil Liberties Oversight Board,Lindsay Kennedy,FOIA Officer/Deputy General Counsel,foia@pclob.gov,Privacy & Civil Liberties Oversight Board,800 North Capitol Street NW,Washington,DC,20002,(202) 296-4750 ,202-296-4395
Securities and Exchange Commission,Securities and Exchange Commission,Aaron Taylor,FOIA Branch Manager,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Securities and Exchange Commission,Securities and Exchange Commission,Adrienne Santos,FOIA Branch Manager,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Securities and Exchange Commission,Securities and Exchange Commission,Carmen Mallon,FOIA Branch Manager,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Securities and Exchange Commission,Securities and Exchange Commission,Carrie Hyde-Michaels,FOIA Branch Manager,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Securities and Exchange Commission,Securities and Exchange Commission,Lizzette Katilius,FOIA Branch Chief,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Securities and Exchange Commission,Securities and Exchange Commission,Ray J. McInerney,FOIA Officer,foiapa@sec.gov,Office of FOIA Services,"100 F Street, NE, Mail Stop 2465",Washington,DC,20549-2465,202-551-7900,202-772-9337
Selective Service System,Selective Service System,Matt Bailey,,mbailey@sss.gov,Selective Service System,National Headquarters,Arlington,VA,22209-2425,703-966-7789,703-605-4106
Selective Service System,Selective Service System,Matt Bailey,,mbailey@sss.gov,Selective Service System,National Headquarters,Arlington,VA,22209-2425,703-966-7789,703-605-4106
Selective Service System,Selective Service System,Matt Bailey,,mbailey@sss.gov,Selective Service System,National Headquarters,Arlington,VA,22209-2425,703-966-7789,703-605-4106
Selective Service System,Selective Service System,Robert Kenny,FOIA Officer,RKenny@sss.gov,Selective Service System,National Headquarters,Arlington,VA,22209-2425,703-605-4103,703-605-4106
Small Business Administration,Small Business Administration,,,,"Oreoluwa Fashola, Branch Chief, Office of FOI/PA","409 3rd Street, SW",Washington,DC,20416,,202-205-7059
Small Business Administration,Small Business Administration,,,,"Oreoluwa Fashola, Branch Chief, Office of FOI/PA","409 3rd Street, SW",Washington,DC,20416,202-401-7793,202-205-7059
Small Business Administration,Small Business Administration,Oreoluwa (Ore) Fashola,Branch Chief,foia@sba.gov,"Oreoluwa Fashola, Branch Chief, Office of FOI/PA","409 3rd Street, SW",Washington,DC,20416,,202-205-7059
Social Security Administration,Social Security Administration,Michelle Christ,FOIA Public Liaison,FOIA.Public.Liaison@ssa.gov,6401 Security Boulevard,G401 West High Rise,Baltimore,MD,21235,,410-966-0869
Social Security Administration,Social Security Administration,Michelle Christ,Freedom of Information Officer,foia.public.liaison@ssa.gov,6401 Security Boulevard,G401 West High Rise,Baltimore,MD,21235,4109651727,410-966-0869
Social Security Advisory Board,Social Security Advisory Board,,,,400 Virginia Ave SW Ste 625,400 Virginia Ave SW,Washington DC,DC,20024,202-475-7700,
Social Security Advisory Board,Social Security Advisory Board,,,,400 Virginia Ave SW Ste 625,400 Virginia Ave SW,Washington DC,DC,20024,202-475-7700,
Social Security Advisory Board,Social Security Advisory Board,Cheri Cannon, FOIA Officer,cheri.cannon@ssab.gov,400 Virginia Ave SW Ste 625,400 Virginia Ave SW,Washington DC,DC,20024,,
Surface Transportation Board,Surface Transportation Board,Chris Oehrle,,foia.privacy@stb.gov,"Chris Oehrle, FOIA Officer","395 E Street, SW",Washington,DC,20423-0001,202-245-0271,202-245-0456
Surface Transportation Board,Surface Transportation Board,Christopher Oehrle,FOIA Officer,FOIA.privacy@stb.gov,"Chris Oehrle, FOIA Officer","395 E Street, SW",Washington,DC,20423-0001,202-245-0271,202-245-0456
Tennessee Valley Authority,Tennessee Valley Authority,,,,"Denise Smith, TVA FOIA Officer, WT 7D",400 West Summit Hill Drive,Knoxville,TN,37902-1401,865-632-6945,865-632-6901
Tennessee Valley Authority,Tennessee Valley Authority,Denise Smith,FOIA Officer,foia@tva.gov,"Denise Smith, TVA FOIA Officer, WT 7D",400 West Summit Hill Drive,Knoxville,TN,37902-1401,(865) 632-6945,865-632-6901
